KATEGORI BAWAH 446,Tahun Permohonan,NOPAC,NAMA SYARIKAT / PENYEDIA,ALAMAT,ADD1,ADD2,ADD3,DAERAH,KAPASITI,SEKTOR,X,Y
MAJIKAN,2021,PAC/10401/2021/14345,TRIPACK PACKAGING (M) SDN BHD,"NO.31, JALAN BB1, TAMAN BACHANG BARU, 75350 MELAKA","NO.31, JALAN BB1, TAMAN BACHANG BARU, 75350 MELAKA",,,MELAKA TENGAH,11,C - Pembuatan,,
MAJIKAN,2021,PAC/10401/2021/14354,TELIC FARM SDN BHD,"LOT 1803,, JALAN TAMAN MASJID TANAH","LOT 1803,",JALAN TAMAN MASJID TANAH,,ALOR GAJAH,16,"A - Pertanian, Perhutanan dan Perikanan",,
MAJIKAN,2021,PAC/10401/2021/14355,TRIPACK PACKAGING (M) SDN BHD,"31, JALAN BB4, TAMAN BACHANG BARU, 75350 MELAKA.","31, JALAN BB4, TAMAN BACHANG BARU, 75350 MELAKA.",,,MELAKA TENGAH,6,C - Pembuatan,,
MAJIKAN,2021,PAC/10401/2021/14516,DAIBOCHI BERHAD,"JB 2306, JALAN MERBAU JAYA 3, TAMAN MERBAU JAYA, 77000 JASIN MELAKA","JB 2306, JALAN MERBAU JAYA 3, TAMAN MERBAU JAYA, 77000 JASIN MELAKA",,,MELAKA TENGAH,12,C - Pembuatan,,
MAJIKAN,2021,PAC/10401/2021/15284,FH FOOD TRADING SDN BHD,"LOT 4663,
 MACHAP BARU,
 DURIAN TUNGGAL","LOT 4663,
 MACHAP BARU,
 DURIAN TUNGGAL",,,ALOR GAJAH,16,,,
MAJIKAN,2021,PAC/10401/2021/15295,FH FOOD TRADING SDN BHD,"LOT 3086
 MACHAP BARU
 DURIAN TUNGGAL","LOT 3086
 MACHAP BARU
 DURIAN TUNGGAL",,,ALOR GAJAH,16,,,
MAJIKAN,2021,PAC/10401/2021/16667,EQUATOR ENGINEERING SDN BHD,"LOT 1885 KAMPUNG GUAN, SUNGAI BARU HILIR","LOT 1885 KAMPUNG GUAN, SUNGAI BARU HILIR",,,PETALING,60,F - Pembinaan,,
MAJIKAN,2021,PAC/10401/2021/16669,EQUATOR ENGINEERING SDN BHD,"LOT 1885 KAMPUNG GUAN, SUNGAI BARU HILIR","LOT 1885 KAMPUNG GUAN, SUNGAI BARU HILIR",,,PETALING,60,F - Pembinaan,,
MAJIKAN,2021,PAC/10401/2021/16675,EQUATOR ENGINEERING SDN BHD,"LOT 1885 KAMPUNG GUAN, SUNGAI BARU HILIR","LOT 1885 KAMPUNG GUAN, SUNGAI BARU HILIR",,,PETALING,60,F - Pembinaan,,
MAJIKAN,2021,PAC/10401/2021/16686,EQUATOR ENGINEERING SDN BHD,"LOT 1885 KAMPUNG GUAN, SUNGAI BARU HILIR","LOT 1885 KAMPUNG GUAN, SUNGAI BARU HILIR",,,PETALING,18,F - Pembinaan,,
MAJIKAN,2021,PAC/10401/2021/17704,PERKHIDMATAN ARAH (M) SDN BHD,"NO. M2-0-03, JALAN SB4, TAMAN SERI BAYAN, GANGSA","NO. M2-0-03, JALAN SB4, TAMAN SERI BAYAN, GANGSA",,,MELAKA TENGAH,6,S - Aktiviti perkhidmatan lain,,
MAJIKAN,2021,PAC/10401/2021/18963,GJH BUILDERS SDN BHD,TAPAK PEMBINAAN .TAMAN ANJUNG GAPAM,TAPAK PEMBINAAN .TAMAN ANJUNG GAPAM,,,MELAKA TENGAH,60,F - Pembinaan,,
MAJIKAN,2021,PAC/10401/2021/19224,SHIFONG ALLOY WIRE SDN BHD,"1-19, JALAN RAHMAT 1, TAMAN MALIM JAYA","1-19, JALAN RAHMAT 1, TAMAN MALIM JAYA",,,MELAKA TENGAH,12,C - Pembuatan,,
MAJIKAN,2021,PAC/10401/2021/19500,LEONG HUP AGROBUSINESS SDN BHD,"LOT 836, 837 & 838, MUKIM SELANDAR, JASIN, MELAKA","LOT 836, 837 & 838, MUKIM SELANDAR, JASIN, MELAKA",,,MUAR,0,,,
MAJIKAN,2021,PAC/10401/2021/19618,DC MANAGEMENT & CLEANING SERVICE SDN. BHD.,"757, 1ST FLOOR, JALAN INTAN KERJASAMA, TAMAN KERJASAMA, BUKIT BERUANG","757, 1ST FLOOR, JALAN INTAN KERJASAMA, TAMAN KERJASAMA, BUKIT BERUANG",,,MELAKA TENGAH,6,S - Aktiviti perkhidmatan lain,,
MAJIKAN,2021,PAC/10401/2021/19878,RESTORAN NASI KANDAR SUBAIDAH (M) SDN BHD,"BLOK L-4-9, JALAN TU 61, RUMAH PANGSA, TASIK UTAMA","BLOK L-4-9, JALAN TU 61, RUMAH PANGSA, TASIK UTAMA",,,DAERAH UTARA,6,I - Penginapan dan aktiviti perkhidmatan makanan dan minuman,,
MAJIKAN,2021,PAC/10401/2021/19889,RESTORAN NASI KANDAR SUBAIDAH (M) SDN BHD,"BLOK H-1-16, JALAN TU 61, TAMAN TASIK UTAMA","BLOK H-1-16, JALAN TU 61, TAMAN TASIK UTAMA",,,DAERAH UTARA,6,I - Penginapan dan aktiviti perkhidmatan makanan dan minuman,,
MAJIKAN,2021,PAC/10401/2021/20562,MINTYE INDUSTRIES SDN. BHD.,"53, LORONG SETIA,
 AYER KEROH HEIGHTS, 
 75450 MELAKA.","53, LORONG SETIA,
 AYER KEROH HEIGHTS, 
 75450 MELAKA.",,,MELAKA TENGAH,13,C - Pembuatan,,
MAJIKAN,2021,PAC/10401/2021/20927,MINTYE INDUSTRIES SDN. BHD.,"24-A, JALAN SERI RAMA 3,
 TAMAN MUZAFFAR SHAH,
 AYER KEROH,
 75450 MELAKA.","24-A, JALAN SERI RAMA 3,
 TAMAN MUZAFFAR SHAH,
 AYER KEROH,
 75450 MELAKA.",,,MELAKA TENGAH,6,C - Pembuatan,,
MAJIKAN,2021,PAC/10401/2021/21101,MINTYE INDUSTRIES SDN. BHD.,"826, JALAN UTAMA MELAKA,
 TAMAN AYER KEROH HEIGHT,
 75450 MELAKA.","826, JALAN UTAMA MELAKA,
 TAMAN AYER KEROH HEIGHT,
 75450 MELAKA.",,,MELAKA TENGAH,6,C - Pembuatan,,
MAJIKAN,2021,PAC/10401/2021/22242,MMS CORPORATION SDN BHD,"BB 588 TAMAN MELAKA BARU,, BATU BERENDAM","BB 588 TAMAN MELAKA BARU,",BATU BERENDAM,,MELAKA TENGAH,6,N - Aktiviti pentadbiran dan khidmat sokongan,,
MAJIKAN,2021,PAC/10401/2021/22257,MMS CORPORATION SDN BHD,"BB 511 TAMAN MELAKA BARU,, BATU BERENDAM, 75350 MELAKA.","BB 511 TAMAN MELAKA BARU,","BATU BERENDAM, 75350 MELAKA.",,MELAKA TENGAH,6,N - Aktiviti pentadbiran dan khidmat sokongan,,
PENYEDIA PENGINAPAN BERPUSAT,2021,PAC/10401/2021/22443,TITAN RITZ SDN BHD,"LOT 11723 - LOT 11728, KAWASAN BANDAR XLIV, DAERAH MELAKA TENGAH, MELAKA BANDARAYA BERSEJARAH","LOT 11723 - LOT 11728, KAWASAN BANDAR XLIV, DAERAH MELAKA TENGAH, MELAKA BANDARAYA BERSEJARAH",,,HULU LANGAT,48,F - Pembinaan,,
MAJIKAN,2021,PAC/10401/2021/22945,JASINPACK SDN BHD,"NO 12A,LORONG SETIA 1,, TAMAN AIR KEROH HEIGHTS","NO 12A,LORONG SETIA 1,",TAMAN AIR KEROH HEIGHTS,,MELAKA TENGAH,6,C - Pembuatan,,
MAJIKAN,2021,PAC/10401/2021/23719,A&A WORLD LINK TRAVEL SDN.BHD,"ANJUNG GAPAM,BEMBAN","ANJUNG GAPAM,BEMBAN",,,MELAKA TENGAH,24,F - Pembinaan,,
MAJIKAN,2021,PAC/10401/2021/24103,ORIENTAL FOOD INDUSTRIES SDN BHD,"NO.51,JALAN SERI DUTA
 TAMAN MUZAFFAR SHAH","NO.51,JALAN SERI DUTA
 TAMAN MUZAFFAR SHAH",,,MELAKA TENGAH,6,C - Pembuatan,,
MAJIKAN,2021,PAC/10401/2021/24444,GJH BUILDERS SDN BHD,"CADANGAN PEMBANGUNAN PERUMAHAN DI ATAS LOT 879 DAN 880 ,MUKIM TANGGA BATU,DAERAH MELAKA TENGAH,MLK","CADANGAN PEMBANGUNAN PERUMAHAN DI ATAS LOT 879 DAN 880 ,MUKIM TANGGA BATU,DAERAH MELAKA TENGAH,MLK",,,MELAKA TENGAH,6,F - Pembinaan,,
MAJIKAN,2021,PAC/10401/2021/25366,EIMEI ELECTRONICS SDN BHD,"JB 2226 TMN MERBAU JAYA
 JLN MERBAU JAYA 7","JB 2226 TMN MERBAU JAYA
 JLN MERBAU JAYA 7",,,JASIN,6,C - Pembuatan,,
MAJIKAN,2021,PAC/10401/2021/25396,EIMEI ELECTRONICS SDN BHD,"JB 2230 TMN MERBAU JAYA,
 JLN MERBAU JAYA 7","JB 2230 TMN MERBAU JAYA,
 JLN MERBAU JAYA 7",,,JASIN,6,C - Pembuatan,,
MAJIKAN,2021,PAC/10401/2021/25410,CNS CONSTRUCTION SDN BHD,"LOT 3405, LOT 4542-4557
 PT 487 & LOT 4559-LOT 4564
 MUKIM BUKIT KATIL","LOT 3405, LOT 4542-4557
 PT 487 & LOT 4559-LOT 4564
 MUKIM BUKIT KATIL",,,MELAKA TENGAH,10,F - Pembinaan,,
MAJIKAN,2021,PAC/10401/2021/26120,HOCK SEONG CONSTRUCTION,545 JALAN TENGKERA,545 JALAN TENGKERA,,,MELAKA TENGAH,13,F - Pembinaan,,
MAJIKAN,2021,PAC/10401/2021/26319,EIMEI ELECTRONICS SDN BHD,"JB 2250 TMN MERBAU JAYA,","JB 2250 TMN MERBAU JAYA,",,,JASIN,6,C - Pembuatan,,
MAJIKAN,2021,PAC/10401/2021/26348,EIMEI ELECTRONICS SDN BHD,JB 2268 TAMAN MERBAU JAYA,JB 2268 TAMAN MERBAU JAYA,,,JASIN,6,C - Pembuatan,,
MAJIKAN,2021,PAC/10401/2021/26598,EIMEI ELECTRONICS SDN BHD,"JB 5917 TAMAN SRI INDAH,BT 16","JB 5917 TAMAN SRI INDAH,BT 16",,,JASIN,7,C - Pembuatan,,
MAJIKAN,2021,PAC/10401/2021/26750,EIMEI ELECTRONICS SDN BHD,"JB 5927 TAMAN SERI INDAH,
 BT 16","JB 5927 TAMAN SERI INDAH,
 BT 16",,,JASIN,50,C - Pembuatan,,
MAJIKAN,2021,PAC/10401/2021/26789,EIMEI ELECTRONICS SDN BHD,"JB 2212 TMN MERBAU JAYA,
 BT 16","JB 2212 TMN MERBAU JAYA,
 BT 16",,,JASIN,6,C - Pembuatan,,
MAJIKAN,2021,PAC/10401/2021/26802,EIMEI ELECTRONICS SDN BHD,"JB 6360TAMAN SERI INDAH,
 BT 16","JB 6360TAMAN SERI INDAH,
 BT 16",,,JASIN,7,C - Pembuatan,,
MAJIKAN,2021,PAC/10401/2021/26813,EIMEI ELECTRONICS SDN BHD,"JB 2263 TAMAN MERBAU JAYA,BT 16","JB 2263 TAMAN MERBAU JAYA,BT 16",,,JASIN,6,C - Pembuatan,,
MAJIKAN,2021,PAC/10401/2021/26818,EIMEI ELECTRONICS SDN BHD,"JB 2253 TAMAN MERBAU JAYA,
 BT 16","JB 2253 TAMAN MERBAU JAYA,
 BT 16",,,JASIN,6,C - Pembuatan,,
MAJIKAN,2021,PAC/10401/2021/27037,BERKAT TANI RESOURCES,"JB 2286,JALAN MERBAU JAYA 1","JB 2286,JALAN MERBAU JAYA 1",,,JASIN,4,"A - Pertanian, Perhutanan dan Perikanan",,
MAJIKAN,2021,PAC/10401/2021/27638,CHONG WEI CHIT SDN BHD,"LOT 1379,, MUKIM LENDU, ALOR GAJAH","LOT 1379,",MUKIM LENDU,ALOR GAJAH,ALOR GAJAH,16,"A - Pertanian, Perhutanan dan Perikanan",,
MAJIKAN,2021,PAC/10401/2021/28147,BIOTREND RESOURCES SDN BHD,"BIOTREND RESOURCES SDN BHD
 LOT 76 & 77,, JALAN PBR 12 KAWASAN PERINDUSTRIAN BUKIT RAMBAI","BIOTREND RESOURCES SDN BHD
 LOT 76 & 77,",JALAN PBR 12 KAWASAN PERINDUSTRIAN BUKIT RAMBAI,,MELAKA TENGAH,0,C - Pembuatan,,
MAJIKAN,2021,PAC/10401/2021/28312,DYNACAST MELAKA SDN BHD,"AG 9004, RUMAH PKNM, KELEMAK","AG 9004, RUMAH PKNM, KELEMAK",,,ALOR GAJAH,7,C - Pembuatan,,
MAJIKAN,2021,PAC/10401/2021/28327,DYNACAST MELAKA SDN BHD,"KM 2951, JALAN KENANGA UTAMA, TAMAN SERI KELEMAK","KM 2951, JALAN KENANGA UTAMA, TAMAN SERI KELEMAK",,,ALOR GAJAH,6,C - Pembuatan,,
MAJIKAN,2021,PAC/10401/2021/28330,DYNACAST MELAKA SDN BHD,"AG 6422, JALAN KENANGA, RUMAH AWAM SRI KELEMAK","AG 6422, JALAN KENANGA, RUMAH AWAM SRI KELEMAK",,,ALOR GAJAH,6,C - Pembuatan,,
MAJIKAN,2021,PAC/10401/2021/28334,DYNACAST MELAKA SDN BHD,"KM 2969, JALAN SRI KENANGA 3, TAMAN SERI KELEMAK","KM 2969, JALAN SRI KENANGA 3, TAMAN SERI KELEMAK",,,ALOR GAJAH,5,C - Pembuatan,,
MAJIKAN,2021,PAC/10401/2021/28340,DYNACAST MELAKA SDN BHD,"7612, JALAN MATAHARI, 
 TAMAN SRI KELEMAK","7612, JALAN MATAHARI, 
 TAMAN SRI KELEMAK",,,ALOR GAJAH,8,C - Pembuatan,,
MAJIKAN,2021,PAC/10401/2021/28345,DYNACAST MELAKA SDN BHD,"AG 6454, JALAN TERATAI, 
 RUMAH AWAM SRI KELEMAK","AG 6454, JALAN TERATAI, 
 RUMAH AWAM SRI KELEMAK",,,ALOR GAJAH,8,C - Pembuatan,,
MAJIKAN,2021,PAC/10401/2021/28352,DYNACAST MELAKA SDN BHD,"KM 2970, JALAN KENANGA 3, 
 TAMAN SRI KELEMAK","KM 2970, JALAN KENANGA 3, 
 TAMAN SRI KELEMAK",,,ALOR GAJAH,7,C - Pembuatan,,
MAJIKAN,2021,PAC/10401/2021/28359,DYNACAST MELAKA SDN BHD,"KM 2978, JALAN SRI KENANGA 3, TAMAN SRI KELEMAK","KM 2978, JALAN SRI KENANGA 3, TAMAN SRI KELEMAK",,,ALOR GAJAH,5,C - Pembuatan,,
MAJIKAN,2021,PAC/10401/2021/28366,DYNACAST MELAKA SDN BHD,"6442, JALAN TERATAI,
 TAMAN SRI KELEMAK","6442, JALAN TERATAI,
 TAMAN SRI KELEMAK",,,ALOR GAJAH,9,C - Pembuatan,,
MAJIKAN,2021,PAC/10401/2021/28377,DYNACAST MELAKA SDN BHD,"8017, TAMAN JAYA KELEMAK","8017, TAMAN JAYA KELEMAK",,,ALOR GAJAH,26,C - Pembuatan,,
MAJIKAN,2021,PAC/10401/2021/28383,DYNACAST MELAKA SDN BHD,"7972, TAMAN JAYA KELEMAK","7972, TAMAN JAYA KELEMAK",,,ALOR GAJAH,8,C - Pembuatan,,
MAJIKAN,2021,PAC/10401/2021/28405,DYNACAST MELAKA SDN BHD,"7962, TAMAN JAYA","7962, TAMAN JAYA",,,ALOR GAJAH,9,C - Pembuatan,,
MAJIKAN,2021,PAC/10401/2021/28420,DYNACAST MELAKA SDN BHD,"1139, TAMAN JAYA KELEMAK","1139, TAMAN JAYA KELEMAK",,,ALOR GAJAH,11,C - Pembuatan,,
MAJIKAN,2021,PAC/10401/2021/28425,DYNACAST MELAKA SDN BHD,"9426, TAMAN ALOR KELEMAK","9426, TAMAN ALOR KELEMAK",,,ALOR GAJAH,8,C - Pembuatan,,
MAJIKAN,2021,PAC/10401/2021/28437,DYNACAST MELAKA SDN BHD,"7959, TAMAN JAYA KELEMAK","7959, TAMAN JAYA KELEMAK",,,ALOR GAJAH,12,C - Pembuatan,,
MAJIKAN,2021,PAC/10401/2021/28445,DYNACAST MELAKA SDN BHD,"KM 1137, TAMAN JAYA KELEMAK","KM 1137, TAMAN JAYA KELEMAK",,,ALOR GAJAH,11,C - Pembuatan,,
MAJIKAN,2021,PAC/10401/2021/28449,DYNACAST MELAKA SDN BHD,"1127, TAMAN JAYA KELEMAK","1127, TAMAN JAYA KELEMAK",,,ALOR GAJAH,11,C - Pembuatan,,
MAJIKAN,2021,PAC/10401/2021/28452,DYNACAST MELAKA SDN BHD,"7957, TAMAN JAYA KELEMAK","7957, TAMAN JAYA KELEMAK",,,ALOR GAJAH,9,C - Pembuatan,,
MAJIKAN,2021,PAC/10401/2021/28455,DYNACAST MELAKA SDN BHD,"7976, TAMAN JAYA","7976, TAMAN JAYA",,,ALOR GAJAH,9,C - Pembuatan,,
MAJIKAN,2021,PAC/10401/2021/28525,TAYOPACK SDN BHD,"J 9232
 TAMAN MAJU FASA IV
 77000 JASIN
 MELAKA","J 9232
 TAMAN MAJU FASA IV
 77000 JASIN
 MELAKA",,,JASIN,10,C - Pembuatan,,
MAJIKAN,2021,PAC/10401/2021/28571,NSK TRADE CITY (MELAKA) SDN BHD,"UNIT NO C-1-3,
 JALAN CM1,CHENG HEIGHTS CONDOMINIUM,TAMAN CHENG MUTIARA.","UNIT NO C-1-3,
 JALAN CM1,CHENG HEIGHTS CONDOMINIUM,TAMAN CHENG MUTIARA.",,,MELAKA TENGAH,0,"G - Perdagangan borong dan runcit, pembaikan kenderaan bermotor dan motosikal",,
MAJIKAN,2021,PAC/10401/2021/29488,HLRB PROCESSING SDN BHD,"BLOK A MERLIMAU APARTMENT,
 JALAN INDUSTRI MERLIMAU
 KAWASAN INDUSTRI","BLOK A MERLIMAU APARTMENT,
 JALAN INDUSTRI MERLIMAU
 KAWASAN INDUSTRI",,,JASIN,612,C - Pembuatan,,
MAJIKAN,2021,PAC/10401/2021/29490,HUAT LAI RESOURCES BERHAD,"BLOK B MERLIMAU APARTMENT, JALAN INDUSTRI MERLIMAU, 
 KAWASAN INDUSTRI","BLOK B MERLIMAU APARTMENT, JALAN INDUSTRI MERLIMAU, 
 KAWASAN INDUSTRI",,,JASIN,132,"A - Pertanian, Perhutanan dan Perikanan",,
MAJIKAN,2021,PAC/10401/2021/29492,HUAT LAI BROILER BREEDERS SDN BHD,"BLOK B MERLIMAU APARTMENT, JALAN INDUSTRI MERLIMAU, KAWASAN INDUSTRI","BLOK B MERLIMAU APARTMENT, JALAN INDUSTRI MERLIMAU, KAWASAN INDUSTRI",,,JASIN,112,"A - Pertanian, Perhutanan dan Perikanan",,
MAJIKAN,2021,PAC/10401/2021/29493,HLRB BROILER FARM SDN BHD,"BLOK B MERLIMAU APARTMENT,, JALAN INDUSTRI MERLIMAU, KAWASAN INDUSTRI","BLOK B MERLIMAU APARTMENT,",JALAN INDUSTRI MERLIMAU,KAWASAN INDUSTRI,JASIN,96,"A - Pertanian, Perhutanan dan Perikanan",,
MAJIKAN,2021,PAC/10401/2021/29687,MATANG MANUFACTURING SDN BHD,"JB 9082 JALAN SR 2,, TAMAN SERKAM RIA, SERKAM DARAT","JB 9082 JALAN SR 2,",TAMAN SERKAM RIA,SERKAM DARAT,JASIN,9,C - Pembuatan,,
MAJIKAN,2021,PAC/10401/2021/29797,COTTAGE SPICES,"10B-2, JALAN MELAKA RAYA 14,
 TAMAN MELAKA RAYA","10B-2, JALAN MELAKA RAYA 14,
 TAMAN MELAKA RAYA",,,MELAKA TENGAH,6,I - Penginapan dan aktiviti perkhidmatan makanan dan minuman,,
MAJIKAN,2021,PAC/10401/2021/30133,MATANG MANUFACTURING SDN BHD,"JB 252 JALAN SERKAM MAJU 2
 TAMAN SERKAM MAJU","JB 252 JALAN SERKAM MAJU 2
 TAMAN SERKAM MAJU",,,JASIN,6,C - Pembuatan,,
MAJIKAN,2021,PAC/10401/2021/30148,MATANG MANUFACTURING SDN BHD,JA 6755 TAMAN SERKAM MAJU,JA 6755 TAMAN SERKAM MAJU,,,JASIN,6,C - Pembuatan,,
MAJIKAN,2021,PAC/10401/2021/30158,CFT CAR WASH,"JALAN D1, IXORA APARTMENT
 BUKIT BERUANG","JALAN D1, IXORA APARTMENT
 BUKIT BERUANG",,,MELAKA TENGAH,12,"G - Perdagangan borong dan runcit, pembaikan kenderaan bermotor dan motosikal",,
MAJIKAN,2021,PAC/10401/2021/30160,MATANG MANUFACTURING SDN BHD,JA 6727 TAMAN SERKAM BARU,JA 6727 TAMAN SERKAM BARU,,,JASIN,6,C - Pembuatan,,
MAJIKAN,2021,PAC/10401/2021/30163,MATANG MANUFACTURING SDN BHD,JA 6726 TAMAN SERKAM BARU,JA 6726 TAMAN SERKAM BARU,,,JASIN,6,C - Pembuatan,,
MAJIKAN,2021,PAC/10401/2021/30164,POH GEOK SOO ORCHARD RESORT SDN BHD,"JALAN D1, IXORA APARTMENT, BUKIT BERUANG, MELAKA","JALAN D1, IXORA APARTMENT, BUKIT BERUANG, MELAKA",,,MELAKA TENGAH,12,,,
MAJIKAN,2021,PAC/10401/2021/30167,MATANG MANUFACTURING SDN BHD,JA 6718 TAMAN SERKAM BARU,JA 6718 TAMAN SERKAM BARU,,,JASIN,6,C - Pembuatan,,
MAJIKAN,2021,PAC/10401/2021/30170,POH GEOK SOO,"JALAN D1, IXORA APARTMENT
 BUKIT BERUANG","JALAN D1, IXORA APARTMENT
 BUKIT BERUANG",,,MELAKA TENGAH,12,,,
MAJIKAN,2021,PAC/10401/2021/30171,MATANG MANUFACTURING SDN BHD,JB 267 TAMAN SERKAM MAJU,JB 267 TAMAN SERKAM MAJU,,,JASIN,6,C - Pembuatan,,
MAJIKAN,2021,PAC/10401/2021/30590,LOONGSEN PLASTICS (M) SDN BHD,"NO.2A, LORONG SETIA 1,
 AIR KEROH HEIGHTS,
 75450 MELAKA.","NO.2A, LORONG SETIA 1,
 AIR KEROH HEIGHTS,
 75450 MELAKA.",,,MELAKA TENGAH,10,C - Pembuatan,,
MAJIKAN,2021,PAC/10401/2021/30681,GHS FOOD INDUSTRIES SDN BHD,"NO:53, JALAN SERI KRUBONG, TAMAN SERI KRUBONG 75250 MELAKA","NO:53, JALAN SERI KRUBONG, TAMAN SERI KRUBONG 75250 MELAKA",,,MELAKA TENGAH,8,C - Pembuatan,,
MAJIKAN,2021,PAC/10401/2021/31499,JULIE'S MANUFACTURING SDN BHD,"AG 8999, TAMAN PKNM SRI KELEMAK, 78000 ALOR GAJAH, MELAKA.","AG 8999, TAMAN PKNM SRI KELEMAK, 78000 ALOR GAJAH, MELAKA.",,,ALOR GAJAH,6,C - Pembuatan,,
MAJIKAN,2021,PAC/10401/2021/31732,HEXACHASE PACKAGING SDN BHD,"NO.55A,JALAN M7,TAMAN MERDEKA,BATU BERENDAM,75350 MELAKA","NO.55A,JALAN M7,TAMAN MERDEKA,BATU BERENDAM,75350 MELAKA",,,MELAKA TENGAH,6,C - Pembuatan,,
MAJIKAN,2021,PAC/10401/2021/31970,REGAL GUARDFORCE SDN BHD,"NO 9/3 TINGKAT 3,BLOK D,PANGSAPURI BATU BERENDAM,MELAKA","NO 9/3 TINGKAT 3,BLOK D,PANGSAPURI BATU BERENDAM,MELAKA",,,KLANG,13,N - Aktiviti pentadbiran dan khidmat sokongan,,
MAJIKAN,2021,PAC/10401/2021/33046,KUKUH SAMA SDN BHD,LOT 1611 - 1614 FASA1A,LOT 1611 - 1614 FASA1A,,,MELAKA TENGAH,0,F - Pembinaan,,
MAJIKAN,2021,PAC/10401/2021/33069,LINCAH DINAMIK SDN BHD,"LOT 152 & 159 (PHASE 4) MUKIM DURIAN TUNGGAL, DAERAH ALOR GAJAH, MELAKA.","LOT 152 & 159 (PHASE 4) MUKIM DURIAN TUNGGAL, DAERAH ALOR GAJAH, MELAKA.",,,MELAKA TENGAH,20,F - Pembinaan,,
MAJIKAN,2021,PAC/10401/2021/34768,PANASONIC APPLIANCES FOUNDRY MALAYSIA SDN BHD,NO 32 LORONG 4 TAMAN TANGGA BATU MELAKA,NO 32 LORONG 4 TAMAN TANGGA BATU MELAKA,,,MELAKA TENGAH,6,C - Pembuatan,,
MAJIKAN,2021,PAC/10401/2021/34865,MEGA SAMARA SDN BHD,"7-3 LEVEL 7 , BLOCK CAMPHOR, GARDEN CITY MELAKA SERVICE APRTMENTS , JALAN MERDEKA , 75000 MELAKA","7-3 LEVEL 7 , BLOCK CAMPHOR, GARDEN CITY MELAKA SERVICE APRTMENTS , JALAN MERDEKA , 75000 MELAKA",,,HULU LANGAT,6,S - Aktiviti perkhidmatan lain,,
MAJIKAN,2021,PAC/10401/2021/35737,EVER DELICIOUS FOOD INDUSTRIES SDN BHD,"NO 46, JALAN SERI EMAS 7 TAMAN SERI TELOK MAS MELAKA","NO 46, JALAN SERI EMAS 7 TAMAN SERI TELOK MAS MELAKA",,,MELAKA TENGAH,6,C - Pembuatan,,
MAJIKAN,2021,PAC/10401/2021/35755,EAT AT EIGHTEEN,"NO.50, KAMPUNG JAWA,","NO.50, KAMPUNG JAWA,",,,MELAKA TENGAH,2,I - Penginapan dan aktiviti perkhidmatan makanan dan minuman,,
MAJIKAN,2021,PAC/10401/2021/35963,HML CLEANING SERVICES SDN.BHD,LOT 1814 JALAN STULANG DAING PULAU GADONG 75200 MELAKA.,LOT 1814 JALAN STULANG DAING PULAU GADONG 75200 MELAKA.,,,MELAKA TENGAH,12,S - Aktiviti perkhidmatan lain,,
MAJIKAN,2021,PAC/10401/2021/36206,PROTECTION TECHNOLOGIES (M) SDN BHD,"NO. 7336-C,
  SPRING GARDEN,
  TANJONG KLING,","NO. 7336-C,
  SPRING GARDEN,
  TANJONG KLING,",,,MELAKA TENGAH,14,C - Pembuatan,,
MAJIKAN,2021,PAC/10401/2021/36758,JUTA FOOD INDUSTRIES (MELAKA) SDN BHD,"NO.A5-6,, BLOK A, JALAN CM 3","NO.A5-6,",BLOK A,JALAN CM 3,MELAKA TENGAH,6,C - Pembuatan,,
MAJIKAN,2021,PAC/10401/2021/37364,KF PAPER PRODUCTS (MELAKA) SDN BHD,JC 5305 TAMAN MERLIMAU PERMAI,JC 5305 TAMAN MERLIMAU PERMAI,,,JASIN,6,C - Pembuatan,,
MAJIKAN,2021,PAC/10401/2021/37682,ESPRIT PROFILE SDN BHD,"JA 5891 TAMAN MERLIMAU INDAH, 77300 MERLIMAU, MELAKA.","JA 5891 TAMAN MERLIMAU INDAH, 77300 MERLIMAU, MELAKA.",,,JASIN,6,C - Pembuatan,,
PENYEDIA PENGINAPAN BERPUSAT,2021,PAC/10401/2021/37944,SYARIKAT PERKHIDMATAN AWAM CYS (M) SDN BHD,"F3-5 PANGSAPURI PANDAN POINT, JALAN SRI PANDAN 1, LORONG PANDAN, 75250 MELAKA.","F3-5 PANGSAPURI PANDAN POINT, JALAN SRI PANDAN 1, LORONG PANDAN, 75250 MELAKA.",,,MELAKA TENGAH,5,I - Penginapan dan aktiviti perkhidmatan makanan dan minuman,,
PENYEDIA PENGINAPAN BERPUSAT,2021,PAC/10401/2021/37945,SYARIKAT PERKHIDMATAN AWAM CYS (M) SDN BHD,"B1-3 PANGSAPURI PANDAN POINT, JALAN SRI PANDAN 1, LORONG PANDAN, 75250 MELAKA.","B1-3 PANGSAPURI PANDAN POINT, JALAN SRI PANDAN 1, LORONG PANDAN, 75250 MELAKA.",,,MELAKA TENGAH,5,I - Penginapan dan aktiviti perkhidmatan makanan dan minuman,,
MAJIKAN,2021,PAC/10401/2021/38054,LTK(MELAKA)SDN BHD,LOT 3266 BT 11 1/2 DURIAN TUNGGAL,LOT 3266 BT 11 1/2 DURIAN TUNGGAL,,,ALOR GAJAH,200,"A - Pertanian, Perhutanan dan Perikanan",,
